,database,group,anno
K14623,KEGG,unknown,K14623
K14645,KEGG,EC:3.4,K14645
K14652,KEGG,EC:4.1,K14652
K14653,KEGG,EC:3.5,K14653
K14654,KEGG,EC:1.1,K14654
K14656,KEGG,EC:2.7,K14656
K14657,KEGG,unknown,K14657
K14664,KEGG,EC:3.5,K14664
K14665,KEGG,EC:3.5,K14665
K14682,KEGG,EC:2.3,K14682
K14683,KEGG,unknown,K14683
K14696,KEGG,unknown,K14696
K14698,KEGG,unknown,K14698
K14699,KEGG,unknown,K14699
K14717,KEGG,unknown,K14717
K14726,KEGG,unknown,K14726
K14731,KEGG,EC:3.1,K14731
K14732,KEGG,EC:1.1,K14732
K14742,KEGG,unknown,K14742
K14743,KEGG,EC:3.4,K14743
K14744,KEGG,EC:3.4,K14744
K14746,KEGG,EC:1.1,K14746
K14747,KEGG,EC:6.2,K14747
K14761,KEGG,unknown,K14761
K14762,KEGG,unknown,K14762
K14858,KEGG,unknown,K14858
K14940,KEGG,EC:6.3,K14940
K14941,KEGG,EC:2.7,K14941
K14956,KEGG,unknown,K14956
K14974,KEGG,EC:1.1,K14974
K14975,KEGG,EC:1.1,K14975
K14977,KEGG,EC:3.5,K14977
K14978,KEGG,unknown,K14978
K14979,KEGG,unknown,K14979
K14980,KEGG,EC:2.7,K14980
K14981,KEGG,unknown,K14981
K14982,KEGG,EC:2.7,K14982
K14983,KEGG,unknown,K14983
K14986,KEGG,EC:2.7,K14986
K14987,KEGG,unknown,K14987
K14988,KEGG,unknown,K14988
K14989,KEGG,unknown,K14989
K14998,KEGG,unknown,K14998
K15011,KEGG,EC:2.7,K15011
K15012,KEGG,unknown,K15012
K15022,KEGG,EC:1.1,K15022
K15023,KEGG,EC:2.1,K15023
K15024,KEGG,EC:2.3,K15024
K15032,KEGG,unknown,K15032
K15034,KEGG,unknown,K15034
K15045,KEGG,unknown,K15045
K15051,KEGG,unknown,K15051
K15054,KEGG,EC:1.1,K15054
K15067,KEGG,EC:3.5,K15067
K15090,KEGG,EC:1.1,K15090
K15091,KEGG,EC:1.3,K15091
K15092,KEGG,EC:1.3,K15092
K15093,KEGG,EC:1.1,K15093
K15094,KEGG,EC:1.1,K15094
K15097,KEGG,EC:4.2,K15097
K15098,KEGG,EC:5.5,K15098
K15099,KEGG,EC:1.1,K15099
K15125,KEGG,unknown,K15125
K15223,KEGG,unknown,K15223
K15237,KEGG,EC:1.3,K15237
K15238,KEGG,EC:1.3,K15238
K15239,KEGG,EC:2.5,K15239
K15240,KEGG,EC:1.1,K15240
K15243,KEGG,EC:1.1,K15243
K15244,KEGG,EC:1.1,K15244
K15246,KEGG,EC:1.1,K15246
K15255,KEGG,EC:5.6,K15255
K15256,KEGG,EC:2.1,K15256
K15257,KEGG,EC:2.1,K15257
K15268,KEGG,unknown,K15268
K15269,KEGG,unknown,K15269
K15270,KEGG,unknown,K15270
K15303,KEGG,unknown,K15303
K15311,KEGG,unknown,K15311
K15313,KEGG,unknown,K15313
K15329,KEGG,unknown,K15329
K15337,KEGG,unknown,K15337
K15342,KEGG,unknown,K15342
K15343,KEGG,unknown,K15343
K15344,KEGG,unknown,K15344
K15345,KEGG,unknown,K15345
K15347,KEGG,unknown,K15347
K15349,KEGG,unknown,K15349
K15352,KEGG,unknown,K15352
K15353,KEGG,unknown,K15353
K15357,KEGG,EC:3.5,K15357
K15358,KEGG,EC:3.5,K15358
K15367,KEGG,unknown,K15367
K15368,KEGG,unknown,K15368
K15371,KEGG,EC:1.4,K15371
K15372,KEGG,EC:2.6,K15372
K15373,KEGG,EC:1.1,K15373
K15383,KEGG,unknown,K15383
K15386,KEGG,unknown,K15386
K15391,KEGG,unknown,K15391
K15393,KEGG,EC:1.2,K15393
K15396,KEGG,EC:2.1,K15396
K15407,KEGG,unknown,K15407
K15416,KEGG,unknown,K15416
K15418,KEGG,unknown,K15418
K15419,KEGG,unknown,K15419
K15429,KEGG,EC:2.1,K15429
K15449,KEGG,EC:4.1,K15449
K15452,KEGG,EC:5.4,K15452
K15460,KEGG,EC:2.1,K15460
K15461,KEGG,EC:2.1,K15461
K15467,KEGG,EC:2.1,K15467
K15507,KEGG,EC:2.1,K15507
K15509,KEGG,EC:1.1,K15509
K15515,KEGG,EC:1.2,K15515
K15518,KEGG,EC:2.7,K15518
K15519,KEGG,EC:2.7,K15519
K15520,KEGG,EC:2.3,K15520
K15521,KEGG,EC:2.4,K15521
K15523,KEGG,EC:2.7,K15523
K15524,KEGG,EC:3.2,K15524
K15525,KEGG,EC:3.5,K15525
K15526,KEGG,EC:6.3,K15526
K15527,KEGG,EC:2.5,K15527
K15530,KEGG,EC:3.1,K15530
K15531,KEGG,EC:3.2,K15531
K15532,KEGG,EC:3.2,K15532
K15533,KEGG,EC:2.4,K15533
K15534,KEGG,EC:2.4,K15534
K15536,KEGG,unknown,K15536
K15537,KEGG,EC:1.1,K15537
K15538,KEGG,EC:3.2,K15538
K15539,KEGG,unknown,K15539
K15540,KEGG,unknown,K15540
K15545,KEGG,unknown,K15545
K15548,KEGG,unknown,K15548
K15549,KEGG,unknown,K15549
K15550,KEGG,unknown,K15550
K15551,KEGG,unknown,K15551
K15552,KEGG,unknown,K15552
K15553,KEGG,unknown,K15553
K15554,KEGG,unknown,K15554
K15555,KEGG,EC:7.6,K15555
K15556,KEGG,unknown,K15556
K15557,KEGG,unknown,K15557
K15558,KEGG,unknown,K15558
K15567,KEGG,EC:4.1,K15567
K15568,KEGG,EC:4.1,K15568
K15569,KEGG,EC:2.8,K15569
K15570,KEGG,EC:2.8,K15570
K15571,KEGG,EC:1.3,K15571
K15572,KEGG,EC:4.2,K15572
K15573,KEGG,EC:1.1,K15573
K15574,KEGG,EC:2.3,K15574
K15575,KEGG,EC:2.3,K15575
K15576,KEGG,unknown,K15576
K15577,KEGG,unknown,K15577
K15578,KEGG,EC:7.3,K15578
K15580,KEGG,unknown,K15580
K15581,KEGG,unknown,K15581
K15582,KEGG,unknown,K15582
K15583,KEGG,unknown,K15583
K15584,KEGG,unknown,K15584
K15585,KEGG,unknown,K15585
K15586,KEGG,unknown,K15586
K15587,KEGG,EC:7.2,K15587
K15598,KEGG,unknown,K15598
K15599,KEGG,unknown,K15599
K15600,KEGG,unknown,K15600
K15629,KEGG,EC:1.1,K15629
K15633,KEGG,EC:5.4,K15633
K15634,KEGG,EC:5.4,K15634
K15635,KEGG,EC:5.4,K15635
K15640,KEGG,unknown,K15640
K15669,KEGG,EC:2.7,K15669
K15721,KEGG,unknown,K15721
K15722,KEGG,unknown,K15722
K15723,KEGG,unknown,K15723
K15724,KEGG,unknown,K15724
K15725,KEGG,unknown,K15725
K15726,KEGG,unknown,K15726
K15727,KEGG,unknown,K15727
K15735,KEGG,unknown,K15735
K15736,KEGG,EC:1.1,K15736
K15737,KEGG,EC:1.1,K15737
K15738,KEGG,unknown,K15738
K15739,KEGG,EC:6.1,K15739
K15742,KEGG,EC:2.3,K15742
K15746,KEGG,EC:1.1,K15746
K15749,KEGG,EC:1.1,K15749
K15753,KEGG,unknown,K15753
K15766,KEGG,EC:1.1,K15766
K15767,KEGG,EC:1.1,K15767
K15768,KEGG,EC:1.1,K15768
K15769,KEGG,EC:1.5,K15769
K15770,KEGG,unknown,K15770
K15771,KEGG,unknown,K15771
K15772,KEGG,unknown,K15772
K15773,KEGG,unknown,K15773
K15777,KEGG,EC:1.1,K15777
K15778,KEGG,EC:5.4,K15778
K15783,KEGG,EC:3.5,K15783
K15787,KEGG,EC:2.4,K15787
K15789,KEGG,EC:1.1,K15789
K15790,KEGG,unknown,K15790
K15792,KEGG,EC:6.3,K15792
K15794,KEGG,EC:4.2,K15794
K15796,KEGG,EC:4.2,K15796
K15798,KEGG,EC:4.2,K15798
K15801,KEGG,EC:4.2,K15801
K15802,KEGG,EC:4.2,K15802
K15806,KEGG,EC:4.2,K15806
K15807,KEGG,EC:4.2,K15807
K15808,KEGG,EC:4.2,K15808
K15809,KEGG,EC:4.2,K15809
K15810,KEGG,EC:5.4,K15810
K15816,KEGG,EC:4.2,K15816
K15817,KEGG,EC:4.2,K15817
K15818,KEGG,EC:5.4,K15818
K15819,KEGG,EC:5.4,K15819
K15821,KEGG,EC:5.4,K15821
K15823,KEGG,EC:4.2,K15823
K15824,KEGG,unknown,K15824
K15826,KEGG,unknown,K15826
K15827,KEGG,unknown,K15827
K15828,KEGG,unknown,K15828
K15829,KEGG,unknown,K15829
K15830,KEGG,unknown,K15830
K15831,KEGG,unknown,K15831
K15832,KEGG,unknown,K15832
K15833,KEGG,unknown,K15833
K15834,KEGG,unknown,K15834
K15835,KEGG,unknown,K15835
K15836,KEGG,unknown,K15836
K15855,KEGG,EC:3.2,K15855
K15856,KEGG,EC:1.1,K15856
K15857,KEGG,EC:5.1,K15857
K15858,KEGG,EC:1.1,K15858
K15865,KEGG,EC:2.8,K15865
K15866,KEGG,EC:5.3,K15866
K15868,KEGG,EC:6.2,K15868
K15869,KEGG,EC:1.1,K15869
K15872,KEGG,EC:4.2,K15872
K15874,KEGG,unknown,K15874
K15876,KEGG,unknown,K15876
K15886,KEGG,EC:2.3,K15886
K15887,KEGG,EC:2.5,K15887
K15888,KEGG,EC:2.5,K15888
K15894,KEGG,EC:4.2,K15894
K15895,KEGG,EC:2.6,K15895
K15896,KEGG,EC:2.3,K15896
K15897,KEGG,EC:3.6,K15897
K15898,KEGG,EC:2.5,K15898
K15899,KEGG,EC:2.7,K15899
K15904,KEGG,EC:2.3,K15904
K15910,KEGG,EC:2.6,K15910
K15912,KEGG,EC:4.2,K15912
K15913,KEGG,EC:2.3,K15913
K15914,KEGG,EC:2.4,K15914
K15915,KEGG,EC:2.7,K15915
K15916,KEGG,EC:5.3,K15916
K15919,KEGG,EC:1.1,K15919
K15921,KEGG,EC:3.2,K15921
K15922,KEGG,EC:3.2,K15922
K15923,KEGG,EC:3.2,K15923
K15924,KEGG,EC:3.2,K15924
K15929,KEGG,EC:2.4,K15929
K15931,KEGG,unknown,K15931
K15932,KEGG,unknown,K15932
K15933,KEGG,unknown,K15933
K15934,KEGG,unknown,K15934
K15936,KEGG,EC:2.4,K15936
K15937,KEGG,unknown,K15937
K15938,KEGG,unknown,K15938
K15939,KEGG,EC:2.4,K15939
K15946,KEGG,EC:2.4,K15946
K15947,KEGG,unknown,K15947
K15948,KEGG,EC:2.4,K15948
K15949,KEGG,EC:1.1,K15949
K15951,KEGG,EC:2.4,K15951
K15952,KEGG,unknown,K15952
K15954,KEGG,EC:2.1,K15954
K15956,KEGG,unknown,K15956
K15957,KEGG,EC:3.1,K15957
K15958,KEGG,unknown,K15958
K15959,KEGG,EC:2.1,K15959
K15960,KEGG,EC:2.4,K15960
K15961,KEGG,EC:2.4,K15961
K15962,KEGG,unknown,K15962
K15963,KEGG,EC:2.1,K15963
K15964,KEGG,EC:2.4,K15964
K15965,KEGG,EC:2.4,K15965
K15966,KEGG,EC:1.1,K15966
K15967,KEGG,unknown,K15967
K15968,KEGG,EC:4.2,K15968
K15969,KEGG,EC:1.1,K15969
K15970,KEGG,unknown,K15970
K15971,KEGG,EC:2.1,K15971
K15973,KEGG,unknown,K15973
K15974,KEGG,unknown,K15974
K15975,KEGG,unknown,K15975
K15976,KEGG,unknown,K15976
K15977,KEGG,unknown,K15977
K15984,KEGG,EC:2.1,K15984
K15986,KEGG,EC:3.6,K15986
K15987,KEGG,EC:7.1,K15987
K15988,KEGG,unknown,K15988
K15989,KEGG,EC:2.4,K15989
K15990,KEGG,unknown,K15990
K15992,KEGG,unknown,K15992
K15993,KEGG,EC:2.4,K15993
K15994,KEGG,EC:2.4,K15994
K15995,KEGG,EC:2.1,K15995
K15996,KEGG,EC:2.1,K15996
K15998,KEGG,unknown,K15998
K15999,KEGG,unknown,K15999
K16000,KEGG,EC:2.3,K16000
K16001,KEGG,EC:2.3,K16001
K16002,KEGG,EC:2.3,K16002
K16003,KEGG,EC:2.3,K16003
K16004,KEGG,EC:2.4,K16004
K16005,KEGG,unknown,K16005
K16006,KEGG,EC:1.1,K16006
K16007,KEGG,unknown,K16007
K16008,KEGG,unknown,K16008
K16009,KEGG,unknown,K16009
K16010,KEGG,unknown,K16010
K16011,KEGG,EC:2.7,K16011
K16012,KEGG,unknown,K16012
K16013,KEGG,unknown,K16013
K16014,KEGG,unknown,K16014
K16029,KEGG,unknown,K16029
K16030,KEGG,unknown,K16030
K16031,KEGG,unknown,K16031
K16032,KEGG,unknown,K16032
K16034,KEGG,unknown,K16034
K16036,KEGG,unknown,K16036
K16037,KEGG,unknown,K16037
K16038,KEGG,EC:2.1,K16038
K16039,KEGG,EC:2.4,K16039
K16044,KEGG,EC:1.1,K16044
K16052,KEGG,unknown,K16052
K16053,KEGG,unknown,K16053
K16055,KEGG,EC:2.4,K16055
K16066,KEGG,EC:1.1,K16066
K16074,KEGG,unknown,K16074
K16076,KEGG,unknown,K16076
K16077,KEGG,unknown,K16077
K16082,KEGG,EC:4.2,K16082
K16083,KEGG,EC:1.1,K16083
K16086,KEGG,EC:3.1,K16086
K16087,KEGG,unknown,K16087
K16088,KEGG,unknown,K16088
K16089,KEGG,unknown,K16089
K16090,KEGG,unknown,K16090
K16091,KEGG,unknown,K16091
K16092,KEGG,unknown,K16092
K16096,KEGG,unknown,K16096
K16097,KEGG,unknown,K16097
K16106,KEGG,unknown,K16106
K16107,KEGG,unknown,K16107
K16108,KEGG,unknown,K16108
K16109,KEGG,unknown,K16109
K16110,KEGG,unknown,K16110
K16111,KEGG,unknown,K16111
K16112,KEGG,unknown,K16112
K16113,KEGG,unknown,K16113
K16114,KEGG,unknown,K16114
K16115,KEGG,unknown,K16115
K16116,KEGG,unknown,K16116
K16117,KEGG,unknown,K16117
K16135,KEGG,unknown,K16135
K16136,KEGG,unknown,K16136
K16137,KEGG,unknown,K16137
K16138,KEGG,unknown,K16138
K16139,KEGG,unknown,K16139
K16140,KEGG,unknown,K16140
K16146,KEGG,EC:2.7,K16146
K16147,KEGG,EC:2.4,K16147
K16148,KEGG,EC:2.4,K16148
K16149,KEGG,EC:2.4,K16149
K16150,KEGG,EC:2.4,K16150
K16152,KEGG,unknown,K16152
K16153,KEGG,EC:2.4,K16153
K16164,KEGG,EC:3.7,K16164
K16165,KEGG,EC:3.7,K16165
K16169,KEGG,unknown,K16169
K16171,KEGG,EC:3.7,K16171
K16176,KEGG,EC:2.1,K16176
K16178,KEGG,EC:2.1,K16178
K16179,KEGG,unknown,K16179
K16180,KEGG,EC:5.4,K16180
K16181,KEGG,EC:6.3,K16181
K16182,KEGG,EC:1.4,K16182
K16188,KEGG,EC:4.2,K16188
K16190,KEGG,EC:2.7,K16190
K16203,KEGG,EC:3.4,K16203
K16207,KEGG,EC:5.4,K16207
K16208,KEGG,EC:5.4,K16208
K16209,KEGG,unknown,K16209
K16210,KEGG,unknown,K16210
K16211,KEGG,unknown,K16211
K16212,KEGG,EC:2.4,K16212
K16213,KEGG,EC:5.1,K16213
K16214,KEGG,EC:2.7,K16214
K16216,KEGG,EC:1.1,K16216
K16234,KEGG,unknown,K16234
K16235,KEGG,unknown,K16235
K16238,KEGG,unknown,K16238
K16247,KEGG,unknown,K16247
K16260,KEGG,unknown,K16260
K16261,KEGG,unknown,K16261
K16263,KEGG,unknown,K16263
K16264,KEGG,unknown,K16264
K16267,KEGG,unknown,K16267
K16268,KEGG,EC:1.1,K16268
K16270,KEGG,EC:1.1,K16270
K16291,KEGG,unknown,K16291
K16293,KEGG,unknown,K16293
K16294,KEGG,unknown,K16294
K16301,KEGG,EC:1.1,K16301
K16302,KEGG,unknown,K16302
K16306,KEGG,EC:4.1,K16306
K16317,KEGG,EC:2.1,K16317
K16321,KEGG,unknown,K16321
K16322,KEGG,unknown,K16322
K16323,KEGG,unknown,K16323
K16324,KEGG,unknown,K16324
K16325,KEGG,unknown,K16325
K16326,KEGG,unknown,K16326
K16328,KEGG,EC:2.7,K16328
K16329,KEGG,EC:4.2,K16329
K16345,KEGG,unknown,K16345
K16346,KEGG,unknown,K16346
K16347,KEGG,unknown,K16347
K16348,KEGG,unknown,K16348
K16363,KEGG,EC:3.5,K16363
K16370,KEGG,EC:2.7,K16370
K16371,KEGG,unknown,K16371
K16394,KEGG,unknown,K16394
K16395,KEGG,unknown,K16395
K16396,KEGG,unknown,K16396
K16398,KEGG,unknown,K16398
K16399,KEGG,unknown,K16399
K16401,KEGG,unknown,K16401
K16402,KEGG,unknown,K16402
K16403,KEGG,unknown,K16403
K16404,KEGG,unknown,K16404
K16405,KEGG,unknown,K16405
K16406,KEGG,unknown,K16406
K16407,KEGG,unknown,K16407
K16408,KEGG,unknown,K16408
K16409,KEGG,unknown,K16409
K16410,KEGG,unknown,K16410
K16411,KEGG,unknown,K16411
K16412,KEGG,unknown,K16412
K16413,KEGG,unknown,K16413
K16414,KEGG,unknown,K16414
K16415,KEGG,unknown,K16415
K16418,KEGG,unknown,K16418
K16419,KEGG,unknown,K16419
K16435,KEGG,EC:4.2,K16435
K16436,KEGG,EC:2.6,K16436
K16442,KEGG,unknown,K16442
K16448,KEGG,unknown,K16448
K16450,KEGG,unknown,K16450
K16487,KEGG,unknown,K16487
K16509,KEGG,unknown,K16509
K16511,KEGG,unknown,K16511
K16514,KEGG,EC:5.3,K16514
K16515,KEGG,EC:4.2,K16515
K16516,KEGG,unknown,K16516
K16554,KEGG,EC:2.7,K16554
K16555,KEGG,EC:2.4,K16555
K16557,KEGG,EC:2.4,K16557
K16558,KEGG,unknown,K16558
K16560,KEGG,unknown,K16560
K16562,KEGG,EC:2.4,K16562
K16566,KEGG,unknown,K16566
K16567,KEGG,unknown,K16567
K16568,KEGG,unknown,K16568
K16619,KEGG,EC:3.1,K16619
K16649,KEGG,EC:2.4,K16649
K16650,KEGG,EC:2.4,K16650
K16651,KEGG,EC:2.7,K16651
K16652,KEGG,EC:1.1,K16652
K16653,KEGG,EC:1.1,K16653
K16692,KEGG,EC:2.7,K16692
K16693,KEGG,unknown,K16693
K16694,KEGG,unknown,K16694
K16695,KEGG,unknown,K16695
K16698,KEGG,EC:2.4,K16698
K16699,KEGG,EC:2.4,K16699
K16703,KEGG,EC:2.4,K16703
K16704,KEGG,EC:2.3,K16704
K16705,KEGG,unknown,K16705
K16710,KEGG,unknown,K16710
K16711,KEGG,unknown,K16711
K16783,KEGG,unknown,K16783
K16784,KEGG,EC:7.6,K16784
K16785,KEGG,unknown,K16785
K16786,KEGG,unknown,K16786
K16787,KEGG,unknown,K16787
K16788,KEGG,unknown,K16788
K16789,KEGG,unknown,K16789
K16792,KEGG,EC:4.2,K16792
K16793,KEGG,EC:4.2,K16793
K16795,KEGG,EC:3.1,K16795
K16839,KEGG,EC:1.1,K16839
K16840,KEGG,EC:4.1,K16840
K16841,KEGG,EC:5.1,K16841
K16842,KEGG,EC:3.5,K16842
K16843,KEGG,EC:1.1,K16843
K16844,KEGG,EC:1.1,K16844
K16845,KEGG,EC:4.4,K16845
K16846,KEGG,EC:4.4,K16846
K16849,KEGG,EC:4.2,K16849
K16850,KEGG,EC:4.2,K16850
K16862,KEGG,EC:3.1,K16862
K16868,KEGG,EC:2.1,K16868
K16869,KEGG,EC:2.3,K16869
K16870,KEGG,EC:2.4,K16870
K16872,KEGG,EC:2.3,K16872
K16881,KEGG,EC:2.7,K16881
K16883,KEGG,unknown,K16883
K16884,KEGG,unknown,K16884
K16885,KEGG,unknown,K16885
K16886,KEGG,unknown,K16886
K16887,KEGG,unknown,K16887
K16898,KEGG,EC:5.6,K16898
K16899,KEGG,EC:5.6,K16899
K16904,KEGG,EC:3.6,K16904
K16905,KEGG,unknown,K16905
K16906,KEGG,unknown,K16906
K16907,KEGG,EC:7.6,K16907
K16915,KEGG,unknown,K16915
K16916,KEGG,unknown,K16916
K16919,KEGG,unknown,K16919
K16921,KEGG,unknown,K16921
K16922,KEGG,unknown,K16922
K16923,KEGG,unknown,K16923
K16924,KEGG,unknown,K16924
K16925,KEGG,unknown,K16925
K16926,KEGG,unknown,K16926
K16927,KEGG,unknown,K16927
K16928,KEGG,unknown,K16928
K16929,KEGG,unknown,K16929
K16930,KEGG,EC:3.5,K16930
K16937,KEGG,EC:1.8,K16937
K16950,KEGG,unknown,K16950
K16951,KEGG,unknown,K16951
K16957,KEGG,unknown,K16957
K16958,KEGG,unknown,K16958
K16959,KEGG,unknown,K16959
K16960,KEGG,EC:7.4,K16960
K16961,KEGG,unknown,K16961
K16962,KEGG,unknown,K16962
K16963,KEGG,unknown,K16963
K16964,KEGG,EC:1.8,K16964
K16965,KEGG,unknown,K16965
K16966,KEGG,unknown,K16966
K16967,KEGG,EC:1.1,K16967
K17048,KEGG,unknown,K17048
K17049,KEGG,unknown,K17049
K17051,KEGG,EC:1.9,K17051
K17054,KEGG,EC:2.3,K17054
K17055,KEGG,EC:1.1,K17055
K17056,KEGG,EC:1.1,K17056
K17057,KEGG,EC:2.1,K17057
K17058,KEGG,EC:2.1,K17058
K17059,KEGG,EC:2.1,K17059
K17064,KEGG,EC:1.1,K17064
K17068,KEGG,EC:1.2,K17068
K17069,KEGG,EC:2.5,K17069
K17070,KEGG,EC:4.5,K17070
K17071,KEGG,unknown,K17071
K17073,KEGG,unknown,K17073
K17074,KEGG,unknown,K17074
K17076,KEGG,unknown,K17076
K17077,KEGG,unknown,K17077
K17103,KEGG,EC:2.7,K17103
K17104,KEGG,EC:2.5,K17104
K17105,KEGG,EC:2.5,K17105
K17108,KEGG,EC:3.2,K17108
K17192,KEGG,EC:2.4,K17192
K17194,KEGG,EC:2.4,K17194
K17195,KEGG,EC:5.1,K17195
K17202,KEGG,unknown,K17202
K17203,KEGG,unknown,K17203
K17204,KEGG,unknown,K17204
K17205,KEGG,unknown,K17205
K17206,KEGG,unknown,K17206
K17207,KEGG,unknown,K17207
K17208,KEGG,unknown,K17208
K17209,KEGG,unknown,K17209
K17210,KEGG,unknown,K17210
K17211,KEGG,EC:2.3,K17211
K17213,KEGG,unknown,K17213
K17214,KEGG,unknown,K17214
K17215,KEGG,unknown,K17215
K17218,KEGG,EC:1.8,K17218
K17226,KEGG,unknown,K17226
K17227,KEGG,unknown,K17227
K17228,KEGG,EC:1.1,K17228
K17229,KEGG,EC:1.8,K17229
K17230,KEGG,unknown,K17230
K17231,KEGG,EC:1.2,K17231
K17234,KEGG,unknown,K17234
K17235,KEGG,unknown,K17235
K17236,KEGG,unknown,K17236
K17239,KEGG,unknown,K17239
K17241,KEGG,unknown,K17241
K17242,KEGG,unknown,K17242
K17243,KEGG,unknown,K17243
K17244,KEGG,unknown,K17244
K17245,KEGG,unknown,K17245
K17246,KEGG,unknown,K17246
K17247,KEGG,unknown,K17247
K17248,KEGG,EC:2.4,K17248
K17249,KEGG,EC:2.4,K17249
K17250,KEGG,EC:2.4,K17250
K17251,KEGG,EC:2.4,K17251
K17290,KEGG,EC:1.1,K17290
K17310,KEGG,unknown,K17310
K17311,KEGG,unknown,K17311
K17312,KEGG,unknown,K17312
K17313,KEGG,unknown,K17313
K17315,KEGG,unknown,K17315
K17316,KEGG,unknown,K17316
K17318,KEGG,unknown,K17318
K17319,KEGG,unknown,K17319
K17320,KEGG,unknown,K17320
K17329,KEGG,unknown,K17329
K17330,KEGG,unknown,K17330
K17331,KEGG,unknown,K17331
K17362,KEGG,EC:3.1,K17362
K17363,KEGG,EC:1.3,K17363
K17462,KEGG,EC:2.1,K17462
K17463,KEGG,EC:4.1,K17463
K17464,KEGG,EC:2.7,K17464
K17465,KEGG,EC:2.7,K17465
K17466,KEGG,unknown,K17466
K17467,KEGG,unknown,K17467
K17468,KEGG,EC:4.3,K17468
K17472,KEGG,unknown,K17472
K17473,KEGG,unknown,K17473
K17488,KEGG,EC:3.5,K17488
K17497,KEGG,EC:5.4,K17497
K17522,KEGG,unknown,K17522
K17609,KEGG,EC:1.8,K17609
K17619,KEGG,EC:3.1,K17619
K17624,KEGG,EC:3.2,K17624
K17626,KEGG,unknown,K17626
K17641,KEGG,unknown,K17641
K17675,KEGG,EC:3.6,K17675
K17677,KEGG,EC:5.6,K17677
K17680,KEGG,EC:5.6,K17680
K17686,KEGG,EC:7.2,K17686
K17713,KEGG,unknown,K17713
K17722,KEGG,EC:1.3,K17722
K17723,KEGG,EC:1.3,K17723
K17724,KEGG,EC:4.1,K17724
K17733,KEGG,EC:3.4,K17733
K17734,KEGG,EC:3.4,K17734
K17737,KEGG,unknown,K17737
K17742,KEGG,EC:1.1,K17742
K17752,KEGG,EC:2.7,K17752
K17754,KEGG,EC:1.1,K17754
K17758,KEGG,EC:4.2,K17758
K17763,KEGG,unknown,K17763
K17804,KEGG,unknown,K17804
K17807,KEGG,unknown,K17807
K17810,KEGG,EC:6.3,K17810
K17818,KEGG,EC:1.1,K17818
K17826,KEGG,EC:1.1,K17826
K17828,KEGG,EC:1.3,K17828
K17829,KEGG,EC:1.3,K17829
K17830,KEGG,EC:1.3,K17830
K17832,KEGG,EC:1.2,K17832
K17833,KEGG,EC:1.5,K17833
K17835,KEGG,EC:4.1,K17835
K17836,KEGG,EC:3.5,K17836
K17837,KEGG,EC:3.5,K17837
K17838,KEGG,EC:3.5,K17838
K17839,KEGG,EC:1.5,K17839
K17850,KEGG,unknown,K17850
K17865,KEGG,EC:4.2,K17865
K17869,KEGG,EC:1.6,K17869
K17870,KEGG,EC:1.6,K17870
K17879,KEGG,EC:3.6,K17879
K17883,KEGG,EC:1.8,K17883
K17884,KEGG,EC:2.7,K17884
K17892,KEGG,EC:1.8,K17892
K17898,KEGG,EC:5.4,K17898
K17899,KEGG,EC:5.4,K17899
K17900,KEGG,EC:3.1,K17900
K17910,KEGG,EC:2.7,K17910
K17938,KEGG,unknown,K17938
K17939,KEGG,EC:2.3,K17939
K17947,KEGG,EC:5.1,K17947
K17948,KEGG,EC:5.1,K17948
K17950,KEGG,EC:4.4,K17950
K17958,KEGG,unknown,K17958
K17981,KEGG,unknown,K17981
K17989,KEGG,EC:4.3,K17989
K17992,KEGG,EC:1.1,K17992
K17993,KEGG,EC:1.1,K17993
K17994,KEGG,EC:1.1,K17994
K17995,KEGG,EC:1.1,K17995
K17996,KEGG,EC:1.1,K17996
K18008,KEGG,EC:1.1,K18008
K18009,KEGG,EC:1.1,K18009
K18011,KEGG,EC:5.4,K18011
K18012,KEGG,EC:1.4,K18012
K18013,KEGG,EC:2.3,K18013
K18014,KEGG,EC:4.3,K18014
K18015,KEGG,EC:3.4,K18015
K18023,KEGG,EC:1.1,K18023
K18028,KEGG,EC:1.1,K18028
K18029,KEGG,EC:1.1,K18029
K18030,KEGG,EC:1.1,K18030
K18031,KEGG,EC:1.1,K18031
K18049,KEGG,EC:1.1,K18049
K18058,KEGG,EC:1.1,K18058
K18072,KEGG,EC:2.7,K18072
K18073,KEGG,unknown,K18073
K18093,KEGG,EC:3.4,K18093
K18094,KEGG,unknown,K18094
K18095,KEGG,unknown,K18095
K18104,KEGG,EC:7.6,K18104
K18112,KEGG,EC:4.2,K18112
K18113,KEGG,EC:4.2,K18113
K18114,KEGG,EC:2.5,K18114
K18116,KEGG,EC:4.2,K18116
K18118,KEGG,EC:2.8,K18118
K18119,KEGG,EC:1.2,K18119
K18120,KEGG,EC:1.1,K18120
K18122,KEGG,EC:2.8,K18122
K18123,KEGG,EC:4.1,K18123
K18133,KEGG,unknown,K18133
K18136,KEGG,unknown,K18136
K18138,KEGG,unknown,K18138
K18139,KEGG,unknown,K18139
K18140,KEGG,unknown,K18140
K18141,KEGG,unknown,K18141
K18142,KEGG,unknown,K18142
K18143,KEGG,EC:2.7,K18143
K18144,KEGG,unknown,K18144
K18145,KEGG,unknown,K18145
K18146,KEGG,unknown,K18146
K18148,KEGG,unknown,K18148
K18149,KEGG,unknown,K18149
K18156,KEGG,EC:3.4,K18156
